source,hero,ability,binding,type,url,local_path,status,error,width,height,mime
paragon-archive,,Abilities Icons Sevarog Colossal Blow.svg,,,https://static.wikia.nocookie.net/paragon_gamepedia/images/6/6b/Abilities_Icons_Sevarog_Colossal_Blow.svg/revision/latest?cb=20160329160357,Paragon_Archive\Abilities Icons Sevarog Colossal Blow.svg,ok,,512,533,image/svg+xml
paragon-archive,,Abilities Icons Sevarog Hammer.svg,,,https://static.wikia.nocookie.net/paragon_gamepedia/images/c/c2/Abilities_Icons_Sevarog_Hammer.svg/revision/latest?cb=20160329160402,Paragon_Archive\Abilities Icons Sevarog Hammer.svg,ok,,512,805,image/svg+xml
paragon-archive,,Abilities Icons Sevarog Phantom Rush.svg,,,https://static.wikia.nocookie.net/paragon_gamepedia/images/3/3e/Abilities_Icons_Sevarog_Phantom_Rush.svg/revision/latest?cb=20160329160408,Paragon_Archive\Abilities Icons Sevarog Phantom Rush.svg,ok,,512,512,image/svg+xml
paragon-archive,,Abilities Icons Sevarog Siphon.svg,,,https://static.wikia.nocookie.net/paragon_gamepedia/images/7/7c/Abilities_Icons_Sevarog_Siphon.svg/revision/latest?cb=20160329160414,Paragon_Archive\Abilities Icons Sevarog Siphon.svg,ok,,512,515,image/svg+xml
paragon-archive,,Abilities Icons Sevarog Soul Tap.svg,,,https://static.wikia.nocookie.net/paragon_gamepedia/images/c/cf/Abilities_Icons_Sevarog_Soul_Tap.svg/revision/latest?cb=20160329160420,Paragon_Archive\Abilities Icons Sevarog Soul Tap.svg,ok,,512,478,image/svg+xml
paragon-archive,,Abilities Icons Sevarog Subjugate.svg,,,https://static.wikia.nocookie.net/paragon_gamepedia/images/4/42/Abilities_Icons_Sevarog_Subjugate.svg/revision/latest?cb=20160329160431,Paragon_Archive\Abilities Icons Sevarog Subjugate.svg,ok,,512,510,image/svg+xml
paragon-archive,,Dekker E.png,,,https://static.wikia.nocookie.net/paragon_gamepedia/images/6/68/Dekker_E.png/revision/latest?cb=20160319105116,Paragon_Archive\Dekker E.png,ok,,128,128,image/png
paragon-archive,,Dekker LMB.png,,,https://static.wikia.nocookie.net/paragon_gamepedia/images/f/f1/Dekker_LMB.png/revision/latest?cb=20160319105121,Paragon_Archive\Dekker LMB.png,ok,,128,128,image/png
paragon-archive,,Dekker Pass.png,,,https://static.wikia.nocookie.net/paragon_gamepedia/images/5/55/Dekker_Pass.png/revision/latest?cb=20160319105127,Paragon_Archive\Dekker Pass.png,ok,,128,128,image/png
paragon-archive,,Dekker Q.png,,,https://static.wikia.nocookie.net/paragon_gamepedia/images/e/e6/Dekker_Q.png/revision/latest?cb=20160319105132,Paragon_Archive\Dekker Q.png,ok,,128,128,image/png
paragon-archive,,Dekker R.png,,,https://static.wikia.nocookie.net/paragon_gamepedia/images/5/57/Dekker_R.png/revision/latest?cb=20160319105138,Paragon_Archive\Dekker R.png,ok,,128,128,image/png
paragon-archive,,Dekker RMB.png,,,https://static.wikia.nocookie.net/paragon_gamepedia/images/6/64/Dekker_RMB.png/revision/latest?cb=20160319105143,Paragon_Archive\Dekker RMB.png,ok,,128,128,image/png
paragon-archive,,FengMao E.png,,,https://static.wikia.nocookie.net/paragon_gamepedia/images/a/af/FengMao_E.png/revision/latest?cb=20160319105149,Paragon_Archive\FengMao E.png,ok,,128,128,image/png
paragon-archive,,FengMao LMB.png,,,https://static.wikia.nocookie.net/paragon_gamepedia/images/d/da/FengMao_LMB.png/revision/latest?cb=20160319105154,Paragon_Archive\FengMao LMB.png,ok,,128,128,image/png
paragon-archive,,FengMao Pass.png,,,https://static.wikia.nocookie.net/paragon_gamepedia/images/0/0d/FengMao_Pass.png/revision/latest?cb=20160319105200,Paragon_Archive\FengMao Pass.png,ok,,128,128,image/png
paragon-archive,,FengMao Q.png,,,https://static.wikia.nocookie.net/paragon_gamepedia/images/2/25/FengMao_Q.png/revision/latest?cb=20160319105205,Paragon_Archive\FengMao Q.png,ok,,128,128,image/png
paragon-archive,,FengMao R.png,,,https://static.wikia.nocookie.net/paragon_gamepedia/images/f/f3/FengMao_R.png/revision/latest?cb=20160319105211,Paragon_Archive\FengMao R.png,ok,,128,128,image/png
paragon-archive,,FengMao RMB.png,,,https://static.wikia.nocookie.net/paragon_gamepedia/images/5/53/FengMao_RMB.png/revision/latest?cb=20160319105216,Paragon_Archive\FengMao RMB.png,ok,,128,128,image/png
paragon-archive,,Gideon E.png,,,https://static.wikia.nocookie.net/paragon_gamepedia/images/0/02/Gideon_E.png/revision/latest?cb=20160319105222,Paragon_Archive\Gideon E.png,ok,,128,128,image/png
paragon-archive,,Gideon LMB.png,,,https://static.wikia.nocookie.net/paragon_gamepedia/images/f/fa/Gideon_LMB.png/revision/latest?cb=20160319105227,Paragon_Archive\Gideon LMB.png,ok,,128,128,image/png
paragon-archive,,Gideon Pass.png,,,https://static.wikia.nocookie.net/paragon_gamepedia/images/b/bd/Gideon_Pass.png/revision/latest?cb=20160319105233,Paragon_Archive\Gideon Pass.png,ok,,128,128,image/png
paragon-archive,,Gideon Q.png,,,https://static.wikia.nocookie.net/paragon_gamepedia/images/7/7b/Gideon_Q.png/revision/latest?cb=20160319105238,Paragon_Archive\Gideon Q.png,ok,,128,128,image/png
paragon-archive,,Gideon R.png,,,https://static.wikia.nocookie.net/paragon_gamepedia/images/7/7e/Gideon_R.png/revision/latest?cb=20160319105243,Paragon_Archive\Gideon R.png,ok,,128,128,image/png
paragon-archive,,Gideon RMB.png,,,https://static.wikia.nocookie.net/paragon_gamepedia/images/f/f2/Gideon_RMB.png/revision/latest?cb=20160319105254,Paragon_Archive\Gideon RMB.png,ok,,128,128,image/png
paragon-archive,,Grux E.png,,,https://static.wikia.nocookie.net/paragon_gamepedia/images/8/80/Grux_E.png/revision/latest?cb=20160319105259,Paragon_Archive\Grux E.png,ok,,128,128,image/png
paragon-archive,,Grux LMB.png,,,https://static.wikia.nocookie.net/paragon_gamepedia/images/f/fa/Grux_LMB.png/revision/latest?cb=20160319105304,Paragon_Archive\Grux LMB.png,ok,,128,128,image/png
paragon-archive,,Grux Passive.png,,,https://static.wikia.nocookie.net/paragon_gamepedia/images/2/22/Grux_Passive.png/revision/latest?cb=20160319105310,Paragon_Archive\Grux Passive.png,ok,,128,128,image/png
paragon-archive,,Grux Q.png,,,https://static.wikia.nocookie.net/paragon_gamepedia/images/a/af/Grux_Q.png/revision/latest?cb=20160319105315,Paragon_Archive\Grux Q.png,ok,,128,128,image/png
paragon-archive,,Grux R.png,,,https://static.wikia.nocookie.net/paragon_gamepedia/images/e/eb/Grux_R.png/revision/latest?cb=20160319105321,Paragon_Archive\Grux R.png,ok,,128,128,image/png
paragon-archive,,Grux RMB.png,,,https://static.wikia.nocookie.net/paragon_gamepedia/images/6/63/Grux_RMB.png/revision/latest?cb=20160319105326,Paragon_Archive\Grux RMB.png,ok,,128,128,image/png
paragon-archive,,Howitzer E.png,,,https://static.wikia.nocookie.net/paragon_gamepedia/images/6/67/Howitzer_E.png/revision/latest?cb=20160319105332,Paragon_Archive\Howitzer E.png,ok,,128,128,image/png
paragon-archive,,Howitzer LMB.png,,,https://static.wikia.nocookie.net/paragon_gamepedia/images/2/2e/Howitzer_LMB.png/revision/latest?cb=20160319105337,Paragon_Archive\Howitzer LMB.png,ok,,128,128,image/png
paragon-archive,,Howitzer Pass.png,,,https://static.wikia.nocookie.net/paragon_gamepedia/images/0/02/Howitzer_Pass.png/revision/latest?cb=20160319105343,Paragon_Archive\Howitzer Pass.png,ok,,128,128,image/png
paragon-archive,,Howitzer Q.png,,,https://static.wikia.nocookie.net/paragon_gamepedia/images/5/59/Howitzer_Q.png/revision/latest?cb=20160319105348,Paragon_Archive\Howitzer Q.png,ok,,128,128,image/png
paragon-archive,,Howitzer R.png,,,https://static.wikia.nocookie.net/paragon_gamepedia/images/1/17/Howitzer_R.png/revision/latest?cb=20160319105354,Paragon_Archive\Howitzer R.png,ok,,128,128,image/png
paragon-archive,,Howitzer RMB.png,,,https://static.wikia.nocookie.net/paragon_gamepedia/images/c/ca/Howitzer_RMB.png/revision/latest?cb=20160319105359,Paragon_Archive\Howitzer RMB.png,ok,,128,128,image/png
paragon-archive,,Icon Attack Speed.png,,,https://static.wikia.nocookie.net/paragon_gamepedia/images/6/65/Icon_Attack_Speed.png/revision/latest?cb=20160319105834,Paragon_Archive\Icon Attack Speed.png,ok,,128,128,image/png
paragon-archive,,Icon Cleave.png,,,https://static.wikia.nocookie.net/paragon_gamepedia/images/0/0d/Icon_Cleave.png/revision/latest?cb=20160319105840,Paragon_Archive\Icon Cleave.png,ok,,128,128,image/png
paragon-archive,,Icon Cooldown Reduction.png,,,https://static.wikia.nocookie.net/paragon_gamepedia/images/c/ca/Icon_Cooldown_Reduction.png/revision/latest?cb=20160319105845,Paragon_Archive\Icon Cooldown Reduction.png,ok,,128,128,image/png
paragon-archive,,Icon Critical strike Chance.png,,,https://static.wikia.nocookie.net/paragon_gamepedia/images/f/f9/Icon_Critical_strike_Chance.png/revision/latest?cb=20160319105851,Paragon_Archive\Icon Critical strike Chance.png,ok,,128,128,image/png
paragon-archive,,Icon Critical Strike Damage.png,,,https://static.wikia.nocookie.net/paragon_gamepedia/images/3/3e/Icon_Critical_Strike_Damage.png/revision/latest?cb=20160319105858,Paragon_Archive\Icon Critical Strike Damage.png,ok,,128,128,image/png
paragon-archive,,Icon Energy Armour Pierce.png,,,https://static.wikia.nocookie.net/paragon_gamepedia/images/b/b5/Icon_Energy_Armour_Pierce.png/revision/latest?cb=20160319105911,Paragon_Archive\Icon Energy Armour Pierce.png,ok,,128,128,image/png
paragon-archive,,Icon Energy Armour.png,,,https://static.wikia.nocookie.net/paragon_gamepedia/images/c/c1/Icon_Energy_Armour.png/revision/latest?cb=20160319105905,Paragon_Archive\Icon Energy Armour.png,ok,,128,128,image/png
paragon-archive,,Icon Energy Rating.png,,,https://static.wikia.nocookie.net/paragon_gamepedia/images/d/db/Icon_Energy_Rating.png/revision/latest?cb=20160319105917,Paragon_Archive\Icon Energy Rating.png,ok,,128,128,image/png
paragon-archive,,Icon Health Regen.png,,,https://static.wikia.nocookie.net/paragon_gamepedia/images/2/2e/Icon_Health_Regen.png/revision/latest?cb=20160319105923,Paragon_Archive\Icon Health Regen.png,ok,,128,128,image/png
paragon-archive,,Icon Lifesteal.png,,,https://static.wikia.nocookie.net/paragon_gamepedia/images/e/e6/Icon_Lifesteal.png/revision/latest?cb=20160319105928,Paragon_Archive\Icon Lifesteal.png,ok,,128,128,image/png
paragon-archive,,Icon Mana Regen.png,,,https://static.wikia.nocookie.net/paragon_gamepedia/images/1/16/Icon_Mana_Regen.png/revision/latest?cb=20160319105933,Paragon_Archive\Icon Mana Regen.png,ok,,128,128,image/png
paragon-archive,,Icon Max Health.png,,,https://static.wikia.nocookie.net/paragon_gamepedia/images/5/5a/Icon_Max_Health.png/revision/latest?cb=20160319105939,Paragon_Archive\Icon Max Health.png,ok,,128,128,image/png
paragon-archive,,Icon Max Mana.png,,,https://static.wikia.nocookie.net/paragon_gamepedia/images/d/d3/Icon_Max_Mana.png/revision/latest?cb=20160319105944,Paragon_Archive\Icon Max Mana.png,ok,,128,128,image/png
paragon-archive,,Icon Movement Speed.png,,,https://static.wikia.nocookie.net/paragon_gamepedia/images/f/f6/Icon_Movement_Speed.png/revision/latest?cb=20160319105950,Paragon_Archive\Icon Movement Speed.png,ok,,128,128,image/png
paragon-archive,,Icon Perseverance.png,,,https://static.wikia.nocookie.net/paragon_gamepedia/images/8/84/Icon_Perseverance.png/revision/latest?cb=20160319105955,Paragon_Archive\Icon Perseverance.png,ok,,128,128,image/png
paragon-archive,,Icon Physical Armour Pierce.png,,,https://static.wikia.nocookie.net/paragon_gamepedia/images/9/95/Icon_Physical_Armour_Pierce.png/revision/latest?cb=20160319110011,Paragon_Archive\Icon Physical Armour Pierce.png,ok,,128,128,image/png
paragon-archive,,Icon Physical Armour.png,,,https://static.wikia.nocookie.net/paragon_gamepedia/images/8/8c/Icon_Physical_Armour.png/revision/latest?cb=20160319110000,Paragon_Archive\Icon Physical Armour.png,ok,,128,128,image/png
paragon-archive,,Icon Physical Rating.png,,,https://static.wikia.nocookie.net/paragon_gamepedia/images/6/66/Icon_Physical_Rating.png/revision/latest?cb=20160319110017,Paragon_Archive\Icon Physical Rating.png,ok,,128,128,image/png
paragon-archive,,Icon PrimeHelix.png,,,https://static.wikia.nocookie.net/paragon_gamepedia/images/9/9b/Icon_PrimeHelix.png/revision/latest?cb=20160319110022,Paragon_Archive\Icon PrimeHelix.png,ok,,128,128,image/png
paragon-archive,,Icon Shield Pierce.png,,,https://static.wikia.nocookie.net/paragon_gamepedia/images/3/35/Icon_Shield_Pierce.png/revision/latest?cb=20160319110027,Paragon_Archive\Icon Shield Pierce.png,ok,,128,128,image/png
paragon-archive,,Icon StructureDamage.png,,,https://static.wikia.nocookie.net/paragon_gamepedia/images/1/1a/Icon_StructureDamage.png/revision/latest?cb=20160319110033,Paragon_Archive\Icon StructureDamage.png,ok,,128,128,image/png
paragon-archive,,Icon Travel Speed.png,,,https://static.wikia.nocookie.net/paragon_gamepedia/images/7/74/Icon_Travel_Speed.png/revision/latest?cb=20160319110038,Paragon_Archive\Icon Travel Speed.png,ok,,128,128,image/png
paragon-archive,,Kallari E.png,,,https://static.wikia.nocookie.net/paragon_gamepedia/images/3/31/Kallari_E.png/revision/latest?cb=20160319105405,Paragon_Archive\Kallari E.png,ok,,128,128,image/png
paragon-archive,,Kallari LMB.png,,,https://static.wikia.nocookie.net/paragon_gamepedia/images/0/09/Kallari_LMB.png/revision/latest?cb=20160319105410,Paragon_Archive\Kallari LMB.png,ok,,128,128,image/png
paragon-archive,,Kallari Pass.png,,,https://static.wikia.nocookie.net/paragon_gamepedia/images/7/78/Kallari_Pass.png/revision/latest?cb=20160319105416,Paragon_Archive\Kallari Pass.png,ok,,128,128,image/png
paragon-archive,,Kallari Q.png,,,https://static.wikia.nocookie.net/paragon_gamepedia/images/7/77/Kallari_Q.png/revision/latest?cb=20160319105421,Paragon_Archive\Kallari Q.png,ok,,128,128,image/png
paragon-archive,,Kallari R.png,,,https://static.wikia.nocookie.net/paragon_gamepedia/images/9/9d/Kallari_R.png/revision/latest?cb=20160319105427,Paragon_Archive\Kallari R.png,ok,,128,128,image/png
paragon-archive,,Kallari RMB.png,,,https://static.wikia.nocookie.net/paragon_gamepedia/images/3/3f/Kallari_RMB.png/revision/latest?cb=20160319105433,Paragon_Archive\Kallari RMB.png,ok,,128,128,image/png
paragon-archive,,Minimap Targeting.png,,,https://static.wikia.nocookie.net/paragon_gamepedia/images/0/06/Minimap_Targeting.png/revision/latest?cb=20160319105810,Paragon_Archive\Minimap Targeting.png,ok,,64,64,image/png
paragon-archive,,Minimap Tower.png,,,https://static.wikia.nocookie.net/paragon_gamepedia/images/a/a8/Minimap_Tower.png/revision/latest?cb=20160319105815,Paragon_Archive\Minimap Tower.png,ok,,64,64,image/png
paragon-archive,,Minimap Turret.png,,,https://static.wikia.nocookie.net/paragon_gamepedia/images/3/35/Minimap_Turret.png/revision/latest?cb=20160319105822,Paragon_Archive\Minimap Turret.png,ok,,64,64,image/png
paragon-archive,,Minimap Well Active.png,,,https://static.wikia.nocookie.net/paragon_gamepedia/images/3/3f/Minimap_Well_Active.png/revision/latest?cb=20160319105804,Paragon_Archive\Minimap Well Active.png,ok,,64,64,image/png
paragon-archive,,Minimap Well.png,,,https://static.wikia.nocookie.net/paragon_gamepedia/images/a/ae/Minimap_Well.png/revision/latest?cb=20160319105828,Paragon_Archive\Minimap Well.png,ok,,64,64,image/png
paragon-archive,,Murdock E.png,,,https://static.wikia.nocookie.net/paragon_gamepedia/images/e/e9/Murdock_E.png/revision/latest?cb=20160319105438,Paragon_Archive\Murdock E.png,ok,,128,128,image/png
paragon-archive,,Murdock LMB.png,,,https://static.wikia.nocookie.net/paragon_gamepedia/images/d/d1/Murdock_LMB.png/revision/latest?cb=20160319105444,Paragon_Archive\Murdock LMB.png,ok,,128,128,image/png
paragon-archive,,Murdock Pass.png,,,https://static.wikia.nocookie.net/paragon_gamepedia/images/b/bc/Murdock_Pass.png/revision/latest?cb=20160319105449,Paragon_Archive\Murdock Pass.png,ok,,128,128,image/png
paragon-archive,,Murdock Q.png,,,https://static.wikia.nocookie.net/paragon_gamepedia/images/d/d5/Murdock_Q.png/revision/latest?cb=20160319105459,Paragon_Archive\Murdock Q.png,ok,,128,128,image/png
paragon-archive,,Murdock R.png,,,https://static.wikia.nocookie.net/paragon_gamepedia/images/f/f1/Murdock_R.png/revision/latest?cb=20160319105505,Paragon_Archive\Murdock R.png,ok,,128,128,image/png
paragon-archive,,Murdock RMB.png,,,https://static.wikia.nocookie.net/paragon_gamepedia/images/9/91/Murdock_RMB.png/revision/latest?cb=20160319105511,Paragon_Archive\Murdock RMB.png,ok,,128,128,image/png
paragon-archive,,Muriel E.png,,,https://static.wikia.nocookie.net/paragon_gamepedia/images/2/2c/Muriel_E.png/revision/latest?cb=20160319105516,Paragon_Archive\Muriel E.png,ok,,128,128,image/png
paragon-archive,,Muriel LMB.png,,,https://static.wikia.nocookie.net/paragon_gamepedia/images/f/f7/Muriel_LMB.png/revision/latest?cb=20160319105522,Paragon_Archive\Muriel LMB.png,ok,,128,128,image/png
paragon-archive,,Muriel Pass.png,,,https://static.wikia.nocookie.net/paragon_gamepedia/images/d/d3/Muriel_Pass.png/revision/latest?cb=20160319105527,Paragon_Archive\Muriel Pass.png,ok,,128,128,image/png
paragon-archive,,Muriel Q.png,,,https://static.wikia.nocookie.net/paragon_gamepedia/images/0/0f/Muriel_Q.png/revision/latest?cb=20160319105532,Paragon_Archive\Muriel Q.png,ok,,128,128,image/png
paragon-archive,,Muriel R.png,,,https://static.wikia.nocookie.net/paragon_gamepedia/images/1/1d/Muriel_R.png/revision/latest?cb=20160319105538,Paragon_Archive\Muriel R.png,ok,,128,128,image/png
paragon-archive,,Muriel RMB.png,,,https://static.wikia.nocookie.net/paragon_gamepedia/images/a/ac/Muriel_RMB.png/revision/latest?cb=20160319105543,Paragon_Archive\Muriel RMB.png,ok,,128,128,image/png
paragon-archive,,Rampage E.png,,,https://static.wikia.nocookie.net/paragon_gamepedia/images/b/b1/Rampage_E.png/revision/latest?cb=20160319105549,Paragon_Archive\Rampage E.png,ok,,128,128,image/png
paragon-archive,,Rampage LMB.png,,,https://static.wikia.nocookie.net/paragon_gamepedia/images/8/84/Rampage_LMB.png/revision/latest?cb=20160319105554,Paragon_Archive\Rampage LMB.png,ok,,128,128,image/png
paragon-archive,,Rampage Pass.png,,,https://static.wikia.nocookie.net/paragon_gamepedia/images/c/c9/Rampage_Pass.png/revision/latest?cb=20160319105600,Paragon_Archive\Rampage Pass.png,ok,,128,128,image/png
paragon-archive,,Rampage Q.png,,,https://static.wikia.nocookie.net/paragon_gamepedia/images/2/28/Rampage_Q.png/revision/latest?cb=20160319105605,Paragon_Archive\Rampage Q.png,ok,,128,128,image/png
paragon-archive,,Rampage R.png,,,https://static.wikia.nocookie.net/paragon_gamepedia/images/1/11/Rampage_R.png/revision/latest?cb=20160319105611,Paragon_Archive\Rampage R.png,ok,,128,128,image/png
paragon-archive,,Rampage RMB.png,,,https://static.wikia.nocookie.net/paragon_gamepedia/images/a/a6/Rampage_RMB.png/revision/latest?cb=20160319105616,Paragon_Archive\Rampage RMB.png,ok,,128,128,image/png
paragon-archive,,Sparrow E.png,,,https://static.wikia.nocookie.net/paragon_gamepedia/images/7/7a/Sparrow_E.png/revision/latest?cb=20160319105621,Paragon_Archive\Sparrow E.png,ok,,128,128,image/png
paragon-archive,,Sparrow LMB.png,,,https://static.wikia.nocookie.net/paragon_gamepedia/images/a/ab/Sparrow_LMB.png/revision/latest?cb=20160319105627,Paragon_Archive\Sparrow LMB.png,ok,,128,128,image/png
paragon-archive,,Sparrow Passive.png,,,https://static.wikia.nocookie.net/paragon_gamepedia/images/d/d5/Sparrow_Passive.png/revision/latest?cb=20160319105632,Paragon_Archive\Sparrow Passive.png,ok,,128,128,image/png
paragon-archive,,Sparrow Q.png,,,https://static.wikia.nocookie.net/paragon_gamepedia/images/8/87/Sparrow_Q.png/revision/latest?cb=20160319105638,Paragon_Archive\Sparrow Q.png,ok,,128,128,image/png
paragon-archive,,Sparrow R.png,,,https://static.wikia.nocookie.net/paragon_gamepedia/images/c/c8/Sparrow_R.png/revision/latest?cb=20160319105643,Paragon_Archive\Sparrow R.png,ok,,128,128,image/png
paragon-archive,,Sparrow RMB.png,,,https://static.wikia.nocookie.net/paragon_gamepedia/images/e/e4/Sparrow_RMB.png/revision/latest?cb=20160319105649,Paragon_Archive\Sparrow RMB.png,ok,,128,128,image/png
paragon-archive,,Steel E.png,,,https://static.wikia.nocookie.net/paragon_gamepedia/images/9/9e/Steel_E.png/revision/latest?cb=20160319105654,Paragon_Archive\Steel E.png,ok,,128,128,image/png
paragon-archive,,Steel LMB.png,,,https://static.wikia.nocookie.net/paragon_gamepedia/images/2/2c/Steel_LMB.png/revision/latest?cb=20160319105700,Paragon_Archive\Steel LMB.png,ok,,128,128,image/png
paragon-archive,,Steel Pass.png,,,https://static.wikia.nocookie.net/paragon_gamepedia/images/4/47/Steel_Pass.png/revision/latest?cb=20160319105705,Paragon_Archive\Steel Pass.png,ok,,128,128,image/png
paragon-archive,,Steel Q.png,,,https://static.wikia.nocookie.net/paragon_gamepedia/images/8/89/Steel_Q.png/revision/latest?cb=20160319105711,Paragon_Archive\Steel Q.png,ok,,128,128,image/png
paragon-archive,,Steel R.png,,,https://static.wikia.nocookie.net/paragon_gamepedia/images/e/e2/Steel_R.png/revision/latest?cb=20160319105717,Paragon_Archive\Steel R.png,ok,,128,128,image/png
paragon-archive,,Steel RMB.png,,,https://static.wikia.nocookie.net/paragon_gamepedia/images/b/b5/Steel_RMB.png/revision/latest?cb=20160319105722,Paragon_Archive\Steel RMB.png,ok,,128,128,image/png
paragon-archive,,TwinBlast E.png,,,https://static.wikia.nocookie.net/paragon_gamepedia/images/b/b4/TwinBlast_E.png/revision/latest?cb=20160319105727,Paragon_Archive\TwinBlast E.png,ok,,128,128,image/png
paragon-archive,,TwinBlast LMB.png,,,https://static.wikia.nocookie.net/paragon_gamepedia/images/8/82/TwinBlast_LMB.png/revision/latest?cb=20160319105734,Paragon_Archive\TwinBlast LMB.png,ok,,128,128,image/png
paragon-archive,,TwinBlast Pass.png,,,https://static.wikia.nocookie.net/paragon_gamepedia/images/7/77/TwinBlast_Pass.png/revision/latest?cb=20160319105740,Paragon_Archive\TwinBlast Pass.png,ok,,128,128,image/png
paragon-archive,,TwinBlast Q.png,,,https://static.wikia.nocookie.net/paragon_gamepedia/images/f/f7/TwinBlast_Q.png/revision/latest?cb=20160319105746,Paragon_Archive\TwinBlast Q.png,ok,,128,128,image/png
paragon-archive,,TwinBlast R.png,,,https://static.wikia.nocookie.net/paragon_gamepedia/images/2/26/TwinBlast_R.png/revision/latest?cb=20160319105752,Paragon_Archive\TwinBlast R.png,ok,,128,128,image/png
paragon-archive,,TwinBlast RMB.png,,,https://static.wikia.nocookie.net/paragon_gamepedia/images/4/42/TwinBlast_RMB.png/revision/latest?cb=20160319105758,Paragon_Archive\TwinBlast RMB.png,ok,,128,128,image/png
epic-api-dump,Aurora,Frozen Sword,LMB,Basic,https://developer-paragon-cdn.epicgames.com/Images/15472A9352A4102A4BC9A13A955B713774DE49D4.png,Epic_CDN\Aurora\01_LMB_Frozen Sword.png,failed,URLError: <urlopen error [Errno 11001] getaddrinfo failed>,,,
epic-api-dump,Aurora,Frozen Simulacrum,RMB,Alternate,https://developer-paragon-cdn.epicgames.com/Images/688217BCCAD8476DD26C4145DAAFD7F0119517BB.png,Epic_CDN\Aurora\02_RMB_Frozen Simulacrum.png,failed,URLError: <urlopen error [Errno 11001] getaddrinfo failed>,,,
epic-api-dump,Aurora,Glacial Charge,Q,Primary,https://developer-paragon-cdn.epicgames.com/Images/8E3395AAD3FF9188198DECD689C443BBEE25B1E1.png,Epic_CDN\Aurora\03_Q_Glacial Charge.png,failed,URLError: <urlopen error [Errno 11001] getaddrinfo failed>,,,
epic-api-dump,Aurora,Hoarfrost,E,Secondary,https://developer-paragon-cdn.epicgames.com/Images/6EDCA425F9A34303A3030BDFCCF4DE60DB2A55C7.png,Epic_CDN\Aurora\04_E_Hoarfrost.png,failed,URLError: <urlopen error [Errno 11001] getaddrinfo failed>,,,
epic-api-dump,Aurora,Cryoseism,R,Ultimate,https://developer-paragon-cdn.epicgames.com/Images/769D217B9DEF6A4A086F2CD9D8089D4A2E4E8ACD.png,Epic_CDN\Aurora\05_R_Cryoseism.png,failed,URLError: <urlopen error [Errno 11001] getaddrinfo failed>,,,
epic-api-dump,Countess,Slice,LMB,Basic,https://developer-paragon-cdn.epicgames.com/Images/649706D0363894E98BDB949A8CA2D1346D10B0AD.png,Epic_CDN\Countess\01_LMB_Slice.png,failed,URLError: <urlopen error [Errno 11001] getaddrinfo failed>,,,
epic-api-dump,Countess,Blade Siphon,RMB,Alternate,https://developer-paragon-cdn.epicgames.com/Images/C43FC01DF0B9115FCA3DDC951AD3D081C7205863.png,Epic_CDN\Countess\02_RMB_Blade Siphon.png,failed,URLError: <urlopen error [Errno 11001] getaddrinfo failed>,,,
epic-api-dump,Countess,Shadow Slip,Q,Primary,https://developer-paragon-cdn.epicgames.com/Images/C371C57AE478F7EA9CDDE737D9AFA0A00CA54CEB.png,Epic_CDN\Countess\03_Q_Shadow Slip.png,failed,URLError: <urlopen error [Errno 11001] getaddrinfo failed>,,,
epic-api-dump,Countess,Dark Tide,E,Secondary,https://developer-paragon-cdn.epicgames.com/Images/F4142AE6F5EA25B2557940D804BD9013D7896A8A.png,Epic_CDN\Countess\04_E_Dark Tide.png,failed,URLError: <urlopen error [Errno 11001] getaddrinfo failed>,,,
epic-api-dump,Countess,Feast,R,Ultimate,https://developer-paragon-cdn.epicgames.com/Images/5B2933708D70010989D96D22C3F48C91A323F62F.png,Epic_CDN\Countess\05_R_Feast.png,failed,URLError: <urlopen error [Errno 11001] getaddrinfo failed>,,,
epic-api-dump,Crunch,Punch,LMB,Basic,https://developer-paragon-cdn.epicgames.com/Images/8990D9F55EFEAB8D6AA406D0B548D208F7C7DE0A.png,Epic_CDN\Crunch\01_LMB_Punch.png,failed,URLError: <urlopen error [Errno 11001] getaddrinfo failed>,,,
epic-api-dump,Crunch,Forward Crunch!,RMB,Alternate,https://developer-paragon-cdn.epicgames.com/Images/B3D3D15282FD1B88A236F8C0CA4044F8039241F1.png,Epic_CDN\Crunch\02_RMB_Forward Crunch!.png,failed,URLError: <urlopen error [Errno 11001] getaddrinfo failed>,,,
epic-api-dump,Crunch,Left Crunch,Q,Primary,https://developer-paragon-cdn.epicgames.com/Images/B48DF841A39070EBEE70560C2332BCC6A4A03392.png,Epic_CDN\Crunch\03_Q_Left Crunch.png,failed,URLError: <urlopen error [Errno 11001] getaddrinfo failed>,,,
epic-api-dump,Crunch,Right Crunch,E,Secondary,https://developer-paragon-cdn.epicgames.com/Images/3EBBEC92EECD3B3F59432ABA66E264470817A272.png,Epic_CDN\Crunch\04_E_Right Crunch.png,failed,URLError: <urlopen error [Errno 11001] getaddrinfo failed>,,,
epic-api-dump,Crunch,Re-Crunch,R,Ultimate,https://developer-paragon-cdn.epicgames.com/Images/E5EB288D831AA7D1E8715FF35BDB5D7431508741.png,Epic_CDN\Crunch\05_R_Re-Crunch.png,failed,URLError: <urlopen error [Errno 11001] getaddrinfo failed>,,,
